fecha,medios-inv-tv,medios-inv-radio,medios-inv-prensa,medios-inv-revistas,medios-inv-exterior,medios-inv-sem,medios-inv-rtb,medios-inv-afiliacion,medios-inv-rrss,medios-inv-display,medios-inv-audio_on,medios-inv-video_on,medios-inv-content,org-email,org-carta,org-sms,org-push,medios-inv-patrocinio,control-not-set_consideracion-bankinter,control-not-set_consideracion-caixa,control-not-set_consideracion-ing,control-not-set_consideracion-sabadell,control-not-set_consideracion-ibercaja,medios-inv-digital-performance,medios-inv-digital-branding,medios-inv-off,medios-inv-news-radio
2025-01-01,786.5,0.0,1210.0,0.0,1727.8799999999999,19931.483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1081859,890,106514,362068,140660.0,0.17755555555555558,0.4191111111111111,0.41277777777777774,0.293,0.24711111111111114,19931.483,0.0,2514.38,1210.0
2024-12-01,15661.998,9594.7434,1210.0,0.0,2087.6614,30249.261899999998,10125.1953,0.0,8067.07,5729.349999999999,0.0,0.0,24572.68,3142214,23026,91379,126646,230830.0,0.15144444444444444,0.43944444444444447,0.40711111111111115,0.19866666666666666,0.2617777777777778,54170.877199999995,24572.68,17749.6594,10804.7434
2024-11-01,6177.2919999999995,9090.581999999999,1945.6799999999998,0.0,2087.6614,31795.00665,6733.5048,0.0,6824.4726,89436.95942500001,0.0,0.0,36300.0,2348879,30835,73858,549025,92434.0,0.12922222222222224,0.4650000000000001,0.3838888888888889,0.24000000000000002,0.2688888888888889,134789.943475,36300.0,8264.953399999999,11036.261999999999
2024-10-01,12781.955999999998,19540.005294117647,6898.5125,0.0,1670.1291199999998,34980.23528214286,8235.476071428571,0.0,4839.913571428571,36384.407439285715,0.0,0.0,3630.0,1902155,49645,116688,99318,129200.0,0.1381111111111111,0.4562222222222222,0.4132222222222222,0.21000000000000002,0.23299999999999998,84440.03236428573,3630.0,14452.085119999998,26438.517794117648
2024-09-01,1573.0,0.0,18756.5125,0.0,2087.6614,17547.2385,0.0,0.0,0.0,4840.0,0.0,0.0,605.0,1589631,37344,53420,103586,205521.0,0.16555555555555557,0.4195555555555555,0.41766666666666663,0.2121111111111111,0.21322222222222223,22387.2385,605.0,3660.6614,18756.5125
2024-08-01,0.0,0.0,0.0,0.0,2087.6614,26143.744000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312569,16424,67695,93106,103380.0,0.1622222222222222,0.4961111111111111,0.4241111111111111,0.2038888888888889,0.23755555555555555,26143.744000000002,0.0,2087.6614,0.0
2024-07-01,7947.28,32202.093,4235.0,0.0,2087.6614,39499.348900000005,0.0,0.0,0.0,74064.1,0.0,0.0,0.0,1711877,8358,150106,126392,70880.0,0.1748888888888889,0.4211111111111111,0.4122222222222222,0.21688888888888888,0.21233333333333335,113563.44890000002,0.0,10034.9414,36437.093
2024-06-01,7223.7,0.0,21067.6125,0.0,1670.1291199999998,20963.5767,0.0,0.0,0.0,12705.0,0.0,0.0,0.0,2571584,15488,112389,101151,147726.0,0.162,0.44911111111111107,0.4023333333333333,0.18444444444444444,0.26211111111111113,33668.576700000005,0.0,8893.82912,21067.6125
2024-05-01,22157.52,4840.0,3388.0,0.0,1983.2783299999999,25559.749599999996,0.0,0.0,0.0,10009.023199999998,0.0,0.0,0.0,2008073,12532,57654,107351,112070.0,0.13499999999999998,0.44722222222222224,0.38166666666666665,0.20544444444444443,0.20133333333333334,35568.77279999999,0.0,24140.79833,8228.0
2024-04-01,907.5,0.0,5567.5125,0.0,2609.57675,99829.7674,0.0,9661.85,0.0,2710.2547999999997,0.0,0.0,0.0,3317714,13369,89875,94828,256723.0,0.15433333333333332,0.4357777777777778,0.4351111111111111,0.22688888888888886,0.21977777777777777,112201.8722,0.0,3517.07675,5567.5125
2024-03-01,0.0,0.0,4114.0,0.0,2087.68,106220.164175,0.0,2613.6,0.0,5445.0,0.0,0.0,37510.0,2518919,63696,112348,112524,76500.0,0.17455555555555555,0.4385555555555556,0.4186666666666667,0.22266666666666668,0.2287777777777778,114278.764175,37510.0,2087.68,4114.0
2024-02-01,0.0,0.0,242.0,0.0,2087.68,42445.710975,0.0,0.0,0.0,605.0,0.0,0.0,0.0,478339,10623,73612,137553,136500.0,0.1411111111111111,0.46655555555555556,0.37366666666666665,0.2118888888888889,0.19755555555555557,43050.710975,0.0,2087.68,242.0
2024-01-01,10371.44,0.0,2420.0,0.0,2087.6499999999996,39598.8,0.0,0.0,0.0,19927.68,0.0,0.0,0.0,340612,0,54031,118531,121200.0,0.147,0.43388888888888894,0.37222222222222223,0.2,0.23166666666666666,59526.48,0.0,12459.09,2420.0
2023-12-01,8214.18,7083.83,3155.6800000000003,484.0,1670.12,44829.91,0.0,2078.8,0.0,24007.1,0.0,0.0,0.0,1349300,2906,55594,51135,243700.0,0.15944444444444444,0.42566666666666664,0.392,0.1968888888888889,0.25,70915.81,0.0,9884.3,10723.51
2023-11-01,7695.6,18304.170000000002,5082.0,0.0,2087.6499999999996,72088.52,0.0,11695.12,5831.8,36190.19,0.0,0.0,0.0,3065591,12283,138633,103162,131300.0,0.15400000000000003,0.4282222222222222,0.40122222222222226,0.2418888888888889,0.23088888888888887,125805.63,0.0,9783.25,23386.170000000002
2023-10-01,4537.5,89051.01000000001,11377.14,484.0,2505.21,71186.94,0.0,5436.05,44872.9,93238.97,0.0,0.0,0.0,1877939,16333,98212,60596,208650.0,0.17677777777777778,0.4428888888888889,0.44100000000000006,0.21144444444444443,0.23233333333333336,214734.86000000002,0.0,7042.71,100912.15000000001
2023-09-01,1573.0,0.0,3268.51,3388.0,2087.68,31290.32,0.0,0.0,0.0,12100.0,0.0,0.0,0.0,749601,57725,182725,37111,95800.0,0.1978888888888889,0.44788888888888895,0.4007777777777778,0.22944444444444445,0.241,43390.32,0.0,3660.68,6656.51
2023-08-01,0.0,0.0,0.0,0.0,16069.12,20301.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527574,12045,113905,78468,70900.0,0.15622222222222223,0.47611111111111115,0.3857777777777778,0.23222222222222222,0.21133333333333335,20301.4,0.0,16069.12,0.0
2023-07-01,393.25,0.0,0.0,0.0,2505.18,30579.239999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4501463,7666,180117,162025,56500.0,0.16755555555555557,0.45655555555555555,0.3938888888888889,0.19566666666666668,0.22499999999999998,30579.239999999998,0.0,2898.43,0.0
2023-06-01,7786.349999999999,38711.43,10587.5,484.0,2087.6499999999996,43313.16,0.0,0.0,48423.119999999995,62927.19,0.0,0.0,0.0,2617330,14480,109664,71785,172400.0,0.15155555555555555,0.4706666666666666,0.36044444444444446,0.18966666666666668,0.20344444444444443,154663.47,0.0,9874.0,49782.93
2023-05-01,10466.5,48251.46,11374.0,0.0,19027.649999999998,63385.25,0.0,0.0,60052.880000000005,78642.39,9190.66,4913.31,0.0,3943375,12045,147463,48611,119700.0,0.17477777777777778,0.4451111111111111,0.41688888888888886,0.20422222222222222,0.24288888888888888,202080.52000000002,14103.970000000001,29494.149999999998,59625.46
2023-04-01,7114.8,33702.24,7866.51,3388.0,1670.12,65369.04,0.0,0.0,25805.42,59050.67,19671.39,9694.24,0.0,10303085,61007,291239,71002,271400.0,0.1338888888888889,0.48144444444444445,0.4042222222222222,0.19111111111111112,0.2411111111111111,150225.13,29365.629999999997,8784.92,44956.75
2023-03-01,2268.75,4235.0,0.0,0.0,20814.91,25652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4774805,69849,735080,205019,80400.0,0.16144444444444442,0.4575555555555556,0.40755555555555556,0.2061111111111111,0.22177777777777777,25652.0,0.0,23083.66,4235.0
2023-02-01,6352.5,0.0,0.0,484.0,1670.1245599999997,32678.760000000002,0.0,0.0,0.0,158.1,0.0,0.0,0.0,3168786,75637,81586,131208,136.6,0.13622222222222222,0.48066666666666663,0.3847777777777778,0.209,0.23877777777777778,32836.86,0.0,8022.62456,484.0
2023-01-01,10436.25,7838.8156,0.0,3388.0,20948.174560000003,54300.9764,0.0,0.0,9158.7199,27779.8697,0.0,0.0,0.0,7709444,81668,285200,139296,30422.5,0.18777777777777777,0.5025555555555555,0.41433333333333333,0.25344444444444447,0.2247777777777778,91239.56599999999,0.0,31384.424560000003,11226.8156
2022-12-01,12687.455,1658.4986000000001,4295.5,0.0,1565.74605,39624.193242857145,0.0,0.0,2280.7743,31900.651024,0.0,0.0,42319.75,4448852,80078,301684,168864,130417.0,0.1622222222222222,0.4802222222222222,0.4122222222222222,0.22355555555555556,0.22844444444444445,73805.61856685714,42319.75,14253.20105,5953.9986
2022-11-01,5100.15,5638.599999999999,1452.0,484.0,2087.6614,36205.066857142854,0.0,0.0,61.0,30021.460160999995,0.0,0.0,24033.625,3499431,71250,182986,59431,296.33,0.16211111111111112,0.4942222222222223,0.41255555555555556,0.2142222222222222,0.2707777777777778,66287.52701814285,24033.625,7187.8114,7574.599999999999
2022-10-01,9883.279999999999,25826.046400000003,49540.424999999996,484.0,2430.634344285714,51318.982532258065,20424.2313,1266.1803,6588.0749,11380.7034,857.8052999999999,0.0,33039.655,709709,23626,138098,12099,123704.25,0.1918888888888889,0.4548888888888889,0.44188888888888894,0.19833333333333333,0.2418888888888889,90978.17243225806,33897.4603,12313.914344285713,75850.4714
2022-09-01,13996.8686,144816.92609999992,22114.2625,5445.0,1908.7189942857142,52732.4538944086,38315.9326,3694.8197,17925.097299999998,111494.95389999998,4587.1947,0.0,13734.250199999999,1275049,48143,67741,9,200666.67,0.1781111111111111,0.46366666666666667,0.42433333333333334,0.2048888888888889,0.2533333333333333,224163.25739440857,18321.4449,15905.587594285715,172376.18859999994
2022-08-01,0.0,0.0,0.0,3388.0,2385.8987428571427,31056.256073333338,0.0,0.0,0.0,1839.783825,0.0,0.0,0.0,1552124,9107,45140,0,112666.67,0.1691111111111111,0.4762222222222222,0.4197222222222222,0.21083333333333334,0.2371111111111111,32896.039898333336,0.0,2385.8987428571427,3388.0
2022-07-01,0.0,619.0601999999999,10587.5,0.0,1908.7189942857142,20251.923006451612,0.0,0.0,0.0,2438.4888000000005,0.0,0.0,0.0,2315674,56398,113899,8,93666.67,0.16011111111111112,0.48877777777777776,0.4151111111111111,0.2167777777777778,0.22088888888888888,22690.41180645161,0.0,1908.7189942857142,11206.5602
2022-06-01,1179.75,2178.0,8954.0,484.0,1908.7189942857142,21478.544893548387,0.0,0.0,0.0,2449.563325,0.0,0.0,0.0,2418903,180301,90727,4,172133.0,0.1608888888888889,0.49811111111111106,0.3743333333333333,0.1932222222222222,0.223,23928.108218548387,0.0,3088.468994285714,11616.0
2022-05-01,1573.0,1815.0,24079.0,0.0,2385.8987428571427,26215.04500645161,0.0,0.0,0.0,3054.94145,0.0,0.0,0.0,3009651,13380,100479,0,129201.33,0.1667777777777778,0.4464444444444444,0.4067777777777778,0.192,0.24055555555555555,29269.98645645161,0.0,3958.8987428571427,25894.0
2022-04-01,393.25,0.0,4295.5,484.0,1908.7189942857142,21267.09739354839,0.0,0.0,0.0,5356.0287,0.0,0.0,0.0,1918852,40480,61879,0,233667.0,0.1791111111111111,0.4502222222222222,0.3987777777777778,0.19111111111111112,0.241,26623.126093548388,0.0,2301.968994285714,4779.5
2022-03-01,0.0,0.0,1210.0,0.0,1908.7189942857142,50178.6758,47527.586975,10267.0194,17063.050949999997,21638.067000000003,2877.1833749999996,0.0,10855.49685,1857089,24250,45219,0,98933.33,0.1688888888888889,0.4808888888888889,0.43700000000000006,0.18966666666666668,0.258,146674.400125,13732.680225,1908.7189942857142,1210.0
2022-02-01,0.0,73482.6345,6050.0,0.0,3726.4744235714284,58753.56378571429,20356.304925,8721.438,15228.29165,80273.90469999998,2567.816625,0.0,9424.199949999998,1480556,12941,49418,0,142500.33,0.16577777777777777,0.47000000000000003,0.3881111111111111,0.15688888888888888,0.26,183333.50306071428,11992.016574999998,3726.4744235714284,79532.6345
2022-01-01,0.0,0.0,0.0,0.0,5415.491125,36030.370514285714,0.0,0.0,0.0,2379.8763999999996,0.0,0.0,0.0,826397,163236,120341,0,241257.33,0.16577777777777777,0.47000000000000003,0.3881111111111111,0.15688888888888888,0.26,38410.246914285715,0.0,5415.491125,0.0
